PRODUCT_ID,PRODUCT_NAME,PRODUCT_NUMBER,CATEGORY_ID,SUPPLIER_ID,DESCRIPTION,COLOR,SIZE,WEIGHT,UNIT_PRICE,COST,LIST_PRICE,DISCONTINUED,REORDER_LEVEL,UNITS_IN_STOCK,UNITS_ON_ORDER,PRODUCT_LINE,CLASS,STYLE
3779,Organic directional alliance,P003779,1,61,Care grow watch test go several. Show act send factor show reason official.,Red,XS,18.95,754.45,363.11,905.56,True,27,730,92,Standard,C,Classic
3780,Decentralized exuding orchestration,P003780,4,14,"Land he eat near fish. Month nor wear close interesting shoulder.
For act senior book three grow. A star former number situation price gas. Assume improve result.",Red,M,24.7,712.24,258.25,920.05,False,20,731,17,Professional,A,Modern
3781,Vision-oriented content-based benchmark,P003781,10,83,"Most whole probably term. Attorney record note focus. Including body would bad support.
Rock chance measure free four thus. Hand simple gun question type dream. Usually walk poor once.",Red,XL,41.57,240.89,107.33,345.22,False,46,395,5,Economy,C,Classic
3782,Organic 5thgeneration hardware,P003782,3,43,"Case drop chance. Purpose for draw thank compare. Energy project discover speech both begin.
Economy reality when trade civil. Well page ability commercial central room.",Gold,XXL,13.08,247.78,133.88,293.46,False,27,881,26,Professional,A,Vintage
3783,Seamless global migration,P003783,6,158,"Bed human yard difference soldier show foreign. And rich investment data team into. Reflect even apply memory only.
Night interview hotel most other. Finally suffer between meeting.",Gold,XL,7.34,694.97,422.52,952.68,True,29,843,7,Standard,C,Sport
3784,Front-line asymmetric open system,P003784,6,23,"Situation feel type away. Race hit pull way.
Movement expect manage western. Thus account film great thousand early provide yet. Recognize television amount cultural.",White,L,5.81,155.13,82.39,171.33,False,23,93,8,Standard,C,Modern
3785,Optional local utilization,P003785,11,195,"Effect avoid visit college my simply. Far at name fill. Identify determine past.
Full American able many trial agreement. Race discussion trade when fly. Radio all career answer.",Green,XXL,46.22,468.41,219.93,649.63,False,16,438,5,Standard,B,Modern
3786,Customer-focused mobile hierarchy,P003786,3,49,Pattern develop race since tell sit top arrive. Financial out ready new party. Collection blood artist continue recent money over.,,XL,10.26,672.3,272.31,916.72,False,43,935,78,Premium,C,Vintage
3787,Open-source hybrid hardware,P003787,9,145,"Prepare central national individual have.
Article wonder Congress can. Personal power military center town three before.
Her look perhaps speak head population.",Green,M,16.37,901.87,462.28,1308.07,False,22,888,62,Economy,A,Vintage
3788,Distributed client-driven website,P003788,6,27,Mind book despite these skill support. Role continue avoid east scene. Hair score later care choose administration financial.,Green,XXL,49.76,685.21,313.22,862.86,False,17,438,62,Professional,B,Vintage
3789,Stand-alone intangible website,P003789,1,21,Fall weight song expect as recently kid reason. Stop need activity responsibility. Activity bit agreement as build maybe sometimes.,Green,M,31.41,614.9,387.38,696.14,False,46,778,89,Professional,B,Modern
3790,Visionary web-enabled system engine,P003790,2,78,"Raise recognize feel push friend among wonder price. Medical another sing cup despite.
Project might fast. Cost order watch. Especially manage truth protect.",White,L,41.24,812.33,322.3,978.6,False,48,794,97,Economy,B,Vintage
3791,Mandatory intangible portal,P003791,10,109,Measure world land. Hotel play work child. Direction discuss treat whatever thought yard quickly pull. Sound include year future culture compare officer.,,L,28.14,650.53,284.13,879.18,False,14,380,36,Premium,A,Modern
3792,Inverse full-range open architecture,P003792,6,45,"Like behavior large arrive tree talk change. Job fill land project media. Professor myself spring write.
Training single crime relate take. Me how manager cultural face ever operation something.",Blue,XXL,3.25,1189.48,469.43,1751.85,False,23,808,48,Professional,A,Sport
3793,Down-sized human-resource projection,P003793,12,189,Begin economic last. Spring suggest coach board white either play.,Green,XL,23.56,1232.47,476.66,1671.39,False,35,798,41,Professional,A,Classic
3794,Profit-focused neutral system engine,P003794,4,6,"Word never couple floor wait throughout as. Bad policy arrive task peace.
Someone dog couple tend sound. Which maintain thing great chair.",Green,M,44.52,686.69,275.04,776.46,False,18,596,43,Economy,A,Modern
3795,Enhanced static project,P003795,4,35,"Approach hotel she until but. Development process large ahead.
Include international never leg. Budget series catch kind bring these language.",Black,M,27.82,143.55,52.78,192.15,False,11,268,16,Premium,B,Modern
3796,Assimilated grid-enabled alliance,P003796,3,30,"Usually cause impact tax could performance. Become food quality clearly civil this share. Drop walk sometimes them camera.
Let kitchen whatever very between year best. Behavior prevent kid night.",White,XL,16.04,669.12,315.82,1003.45,False,11,344,82,Standard,B,Vintage
3797,Distributed tertiary Graphic Interface,P003797,8,127,Institution tree my student. Rich may car beautiful movie entire. Again loss guy sport. Movie necessary painting plant institution.,,XS,38.31,161.84,66.69,209.65,False,48,127,81,Economy,C,Classic
3798,Public-key bi-directional portal,P003798,4,45,"Economy hard action list goal its. Will they point red my there.
Who somebody sort ask. Response when national material wear spring other. Ready one court.
Impact offer hand. Think begin building.",Gold,L,16.95,230.46,107.99,281.02,False,31,625,87,Standard,A,Modern
3799,Implemented grid-enabled leverage,P003799,4,23,"House recent past value good husband side. Theory magazine test job.
Establish bed whatever stop away. Good choice hear. Hand wind your.
Get order measure piece draw. Fight because these member.",Red,XXL,22.28,984.26,360.05,1304.2,False,20,180,25,Standard,B,Vintage
3800,Profound contextually-based methodology,P003800,9,187,"Upon most notice consumer according while thank. Officer item true discuss. Loss land about manager capital film.
Difficult would add game. Admit seek decision resource cut.",Brown,One Size,31.98,296.35,173.66,440.62,False,29,6,23,Premium,B,Sport
3801,Persevering high-level service-desk,P003801,1,160,"Former but expert glass recent. Quickly its energy instead possible environment.
Ten deep attention goal difference. Yeah out enough in scientist nice.",,One Size,25.49,434.27,145.67,579.02,False,43,741,47,Standard,B,Sport
3802,Persistent bandwidth-monitored moratorium,P003802,10,156,"Television walk ground current miss strong with. Who teacher century discussion. Seek television head seven direction popular.
Of rather baby media. Analysis chance population that actually along.",Black,S,49.93,588.93,250.24,740.16,False,12,908,80,Economy,C,Sport
3803,Re-engineered hybrid matrix,P003803,11,22,"West movie room down my. Fly degree old.
Under condition this interesting walk conference where.",Red,XS,7.19,234.84,140.07,280.35,True,26,115,63,Economy,C,Sport
3804,Re-engineered needs-based instruction set,P003804,4,86,"Role spend fire sure improve. Set small rest country thought.
According explain kind. Meet later threat seat.",Black,L,8.37,1291.53,453.49,1896.66,False,13,516,99,Professional,B,Sport
3805,Persevering next generation structure,P003805,6,139,"Hope decision discover should. Toward almost then cut like ground. Group there movement law.
Not factor so reach smile guess more. Give how whom. Month word customer or cut.",White,L,3.57,687.44,253.3,1013.35,False,9,60,91,Professional,B,Classic
3806,Virtual analyzing frame,P003806,4,158,"Pull report spend side. Worry player leg. Enough teach response well buy figure wait.
Understand result voice. Usually say dinner skill.",Gold,XXL,34.25,377.65,155.82,542.66,False,17,80,2,Economy,B,Sport
3807,Reduced holistic collaboration,P003807,11,15,"Program life room pretty outside life you.
General nothing style energy simple shoulder assume against. Season evidence little glass. Difficult agent such manager popular area bill.",Green,,16.59,624.03,250.16,919.13,False,40,942,80,Economy,C,Sport
3808,Secured multi-tasking parallelism,P003808,9,77,"Force suggest data stay. Bar any nearly including just. Poor buy less receive shoulder.
Above security office yard key result. Thought trouble smile along whole type. Whose under whether store.",Black,XL,45.09,740.1,306.86,1106.79,False,21,580,35,Economy,A,Classic
3809,Up-sized dedicated application,P003809,9,111,Situation market large ball will argue writer. Hot after although sport herself second. Necessary might gas spring trip. Which long role world food.,Red,One Size,7.03,226.81,88.57,337.06,False,5,774,79,Standard,C,Classic
3810,Integrated zero-defect budgetary management,P003810,12,187,Interesting stock idea on difference. Open Democrat however particular.,Blue,XXL,6.29,538.52,342.65,716.07,False,11,298,0,Economy,A,Vintage
3811,Reactive even-keeled toolset,P003811,5,123,"Seem according he car really might test. Throw month far wait purpose however.
Those hear history yeah. Bar specific between including.",White,M,48.52,19.52,12.06,23.36,False,19,802,53,Economy,A,Modern
3812,Face-to-face stable hardware,P003812,6,178,Certain similar fact respond building seek general. Bar star usually make matter time available forward. Memory degree hair month.,White,L,35.0,190.65,90.02,244.2,False,16,292,43,Premium,C,Sport
3813,Right-sized zero administration artificial intelligence,P003813,9,22,"Natural site write must some help. All education his let fish environment.
Couple this chair issue dinner. Charge western from forward example. President quality quality or.",Brown,XL,35.42,22.22,11.49,26.7,False,28,688,30,Professional,C,Vintage
3814,Multi-channeled directional success,P003814,7,129,Rule attorney which experience him. Per special soldier surface smile seek pressure. Poor class threat. Arrive second picture reality only.,Green,XS,28.46,670.5,376.98,950.36,False,40,104,21,Premium,B,Sport
3815,Persevering regional capacity,P003815,9,11,"Wife charge from financial big rise why. Ok candidate second eye economy seem.
Trial account race soon idea respond cut. Product movie stand room late table.",Brown,XS,8.15,574.77,197.95,835.42,False,34,601,90,Standard,C,Sport
3816,Managed real-time moratorium,P003816,11,82,Stand also billion. Page artist action. Purpose enjoy be movie myself.,Blue,S,23.51,689.84,338.67,1010.98,False,20,120,56,Standard,A,Vintage
3817,Progressive maximized emulation,P003817,1,137,Produce out north from town but. State catch call certain. Chance stage ahead work action. Start pattern artist from though accept until.,Gold,XS,15.49,833.11,448.18,1115.89,False,34,781,61,Economy,C,Sport
3818,Monitored multimedia infrastructure,P003818,8,36,Public follow national couple interesting. Send yet seek note arrive story age always. Coach article significant evidence.,Red,S,16.23,193.15,94.14,248.56,False,6,7,25,Premium,B,Sport
3819,Centralized explicit software,P003819,5,18,"Part research despite money put. Economic his investment type hold.
Memory write house ground civil I three. Eight local seat room these. Technology Congress against put catch.",Black,L,3.59,785.93,289.82,949.91,False,10,609,53,Premium,C,Vintage
3820,Switchable modular conglomeration,P003820,3,37,"Off religious painting.
Risk give decide mouth human. World car group general although ever. Its push change discuss.
Light establish condition drop. Rather fill able response worker style sister.",Gold,One Size,9.96,1295.93,493.53,1784.42,False,18,18,75,Standard,A,Vintage
